Time Stamp,Actual value Tc [°C],Actual value Tc2 [°C],Actual value T1 [°C],Setpoint T1 [°C],Actual value T2 [°C],Actual value T3 [°C],Actual value T4 [°C],pSC2 Pressure VSC [mbar],Actual value TAR [°C],Actual value TSCP [°C],Actual value TCR [°C],Actual value TVR [°C],Actual pressure p1 [Pa],pCR2 Pressure VCR [mbar],Actual underpressure p2 [Pa],pSCP1 Pressure VSC [mbar],Flag MAN(1)/AUT(0) command BF  [%],Set % command BF  [%],pCR1 Pressure VCR [mbar],Flow gas BT [%],Flow gas BF [%],Present Value VAC [% * 0.1],Setpoint VAC [% * 0.1],Setpoint drum speed TT [% * 0.1],Actual value TT [rpm],Actual value closing VAF [%],Free (IdLogger=27),Actual value opening VAT [%],Setpoint Closing VAF [%],Free (IdLogger=30),Setpoint Opening VAT [%],Actual value CO [ppm],Flag MAN(1)/AUT(0) % opening VAC,Flag MAN(1)/AUT(0) % speed TT,Flag MAN(1)/AUT(0) %opening VAF,Flag MAN(1)/AUT(0) % opening VAE,Flag MAN(1)/AUT(0) command % VAT,Gas temperature BF [°C],Gas pressure BF [mbar],pAc Air compressed flow [l/min],pAr Air compressed pressure [Bar],Gas meter pulses BT (0.01mc/imp),Active power [W],Gas meter pulses BF (0.01mc/imp),Reactive power [VAr],Quenching pulses [num],Apparent power [VA],Total active energy [kWh],Total reactive energy [kVAh],Machine status,Cooking phase,Set point Tc/T2/%BT [°C],MB_R2_DATASET,MB_PB_Out_Calc (Porportional Band calculated),MB_TI_Out_Calc (Integral Time calculated),MB_Td_Out_Calc (Derivative time calculated),MB_R2_OUT_CMD (Output regulator R2),MB_R2_OUT_CMD_LIN (Output regulator R2 linearized),MB_TC (Temperature Tc to SigmaPac),MB_TC2 (Temperature Tc control to SigmaPac),MB_T1 (Temperature T1 to SigmaPac),MB_T2,Actual value TPC [°C],Actual value TK [°C],Actual value TCC [°C],Catalyzer inlet pPC pressure [Pa],Catalyzer outlet pK pressure [Pa],Free (IdLogger=68),Free (IdLogger=69),Air speed meter fSCP [m/sec] 
29/01/2021 00:50:27,140.4,146.6,732,700,553,230,229,-28.5,24,194,18,13,55,-29.4,-86,-17.4,0,58,-1.8,0,70,891,89,76.2,36.5,68,0,89,69,0,90,537,0,0,0,0,0,10,132,166,627,26,3504,26098,983,15,4029,9727,17004,0,52,155.6,0,0,0,0,0,0,0,0,0,0,450,424,11,23,-28,100,100,6
29/01/2021 00:50:28,141.1,147.3,731,700,553,230,230,-28.5,24,194,18,13,53,-29.4,-88,-17.4,0,58,-1.8,0,69,891,89,76,36.5,66,0,89,71,0,91,475,0,0,0,0,0,10,129,165,626,26,3504,26098,983,15,4029,9727,17004,0,52,156.1,0,0,0,0,0,0,0,0,0,0,450,424,11,28,-27,100,100,6
29/01/2021 00:50:29,141.9,148,731,696,553,231,230,-28.8,24,195,18,13,53,-29.7,-84,-17.4,0,58,-1.8,0,69,891,89,76,36,66,0,89,71,0,91,444,0,0,0,0,0,10,131,169,625,26,3504,26098,983,15,4029,9727,17004,0,52,156.6,0,0,0,0,0,0,0,0,0,0,450,424,11,30,-27,100,100,6
29/01/2021 00:50:30,142.6,148.6,731,698,553,231,231,-28.8,24,195,18,13,55,-29.7,-86,-17.3,0,56,-1.8,0,68,891,89,76,36.1,67,0,89,63,0,87,503,0,0,0,0,0,10,132,170,625,26,3504,26098,983,15,4029,9727,17004,0,52,157.1,0,0,0,0,0,0,0,0,0,0,450,424,10,26,-22,100,100,6
29/01/2021 00:50:31,143.3,149.4,730,700,553,232,231,-28.6,24,195,18,13,56,-29.5,-88,-17.2,0,57,-1.7,0,68,891,89,76,36.1,67,0,89,70,0,90,540,0,0,0,0,0,10,129,172,625,26,3504,26098,983,15,4029,9727,17004,0,52,157.6,0,0,0,0,0,0,0,0,0,0,450,424,10,31,-28,100,100,7
29/01/2021 00:50:32,144,150.1,730,700,553,232,231,-28.6,24,195,18,13,56,-29.3,-87,-17.2,0,57,-1.7,0,67,891,89,76,36.1,67,0,89,70,0,90,598,0,0,0,0,0,10,131,173,625,26,3504,26098,983,15,4029,9727,17004,0,52,158.1,0,0,0,0,0,0,0,0,0,0,450,424,10,27,-36,100,100,6
29/01/2021 00:50:33,144.8,150.8,730,700,553,233,232,-28.7,24,195,18,13,58,-29.6,-87,-17.2,0,56,-1.7,0,67,891,89,76,36.1,67,0,88,71,0,91,690,0,0,0,0,0,10,132,175,624,26,3504,26098,983,15,4029,9727,17004,0,52,158.6,0,0,0,0,0,0,0,0,0,0,450,424,10,24,-39,100,100,6
29/01/2021 00:50:34,145.5,151.5,729,700,553,233,232,-28.8,24,195,18,13,57,-29.7,-88,-17.2,0,56,-1.8,0,67,891,89,76,36.1,67,0,87,71,0,91,745,0,0,0,0,0,10,130,183,623,26,3504,26098,983,15,4029,9727,17004,0,52,159.1,0,0,0,0,0,0,0,0,0,0,450,425,10,32,-42,100,100,6
29/01/2021 00:50:35,146.2,152.2,729,700,553,234,233,-28.8,24,196,18,13,57,-29.6,-89,-17.2,0,55,-1.7,0,67,891,89,76,36.1,67,0,87,65,0,88,836,0,0,0,0,0,10,132,196,622,26,3504,26098,983,15,4029,9727,17004,0,52,159.7,0,0,0,0,0,0,0,0,0,0,450,425,10,21,-33,100,100,6
29/01/2021 00:50:36,146.9,152.9,729,700,553,234,233,-28.6,24,196,18,13,55,-29.4,-90,-17.2,0,53,-1.7,0,67,891,89,76,36.1,68,0,88,70,0,90,938,0,0,0,0,0,10,132,202,622,26,3504,26098,983,15,4029,9727,17004,0,52,160.2,0,0,0,0,0,0,0,0,0,0,451,425,10,34,-36,100,100,6
29/01/2021 00:50:37,147.7,153.6,729,700,553,235,234,-28.6,24,196,18,13,52,-29.6,-89,-17.2,0,54,-1.8,0,65,891,89,76,36.1,69,0,88,66,0,88,1020,0,0,0,0,0,10,130,197,624,26,3504,26098,983,15,4029,9727,17004,0,52,160.7,0,0,0,0,0,0,0,0,0,0,451,425,10,21,-40,100,100,6
29/01/2021 00:50:38,148.4,154.2,729,696,553,235,234,-28.8,24,196,18,13,51,-29.7,-83,-17.2,0,52,-1.8,0,65,891,89,76,36.2,68,0,88,59,0,85,983,0,0,0,0,0,10,133,189,624,26,3504,26098,983,15,4029,9727,17004,0,52,161.2,0,0,0,0,0,0,0,0,0,0,451,426,10,31,-39,100,100,6
29/01/2021 00:50:39,148.4,154.2,729,696,553,235,234,-28.8,24,196,18,13,51,-29.7,-83,-17.2,0,52,-1.8,0,65,891,89,76,36.2,68,0,88,59,0,85,983,0,0,0,0,0,10,133,189,624,26,3504,26098,983,15,4029,9727,17004,0,52,161.2,0,0,0,0,0,0,0,0,0,0,451,426,10,31,-39,100,100,6
29/01/2021 00:50:40,149.2,155,729,694,553,235,235,-28.8,24,196,18,13,50,-29.7,-81,-17.1,0,52,-1.8,0,64,891,89,76,36,65,0,88,59,0,84,916,0,0,0,0,0,10,132,189,624,26,3504,26098,983,15,4029,9727,17004,0,52,161.7,0,0,0,0,0,0,0,0,0,0,451,426,10,30,-18,100,100,6
29/01/2021 00:50:41,149.9,155.7,729,692,553,236,235,-28.6,24,196,18,13,51,-29.5,-82,-17.1,0,51,-1.8,0,64,891,89,76,36,65,0,88,56,0,83,861,0,0,0,0,0,10,131,197,622,26,3504,26098,983,15,4029,9727,17004,0,52,162.2,0,0,0,0,0,0,0,0,0,0,451,426,10,22,-33,100,100,6
29/01/2021 00:50:42,150.5,156.2,729,700,553,236,235,-28.5,24,196,18,13,53,-29.4,-80,-17.1,0,52,-1.7,0,64,891,89,76,36.1,67,0,88,71,0,91,793,0,0,0,0,0,10,133,199,623,26,3504,26098,983,15,4029,9727,17004,0,52,162.7,0,0,0,0,0,0,0,0,0,0,451,426,10,30,-33,100,100,6
29/01/2021 00:50:43,151.3,157,729,689,553,237,236,-28.7,24,197,17,13,57,-29.7,-85,-17.1,0,49,-1.3,0,64,891,89,76,36.1,67,0,88,56,0,82,701,0,0,0,0,0,10,131,195,624,26,3504,26098,983,15,4029,9727,17004,0,52,163.2,0,0,0,0,0,0,0,0,0,0,451,426,10,28,-41,100,100,7
29/01/2021 00:50:44,151.9,157.6,729,700,553,237,236,-28.9,24,197,17,13,58,-29.8,-88,-17,0,50,-0.9,0,63,891,89,76,36.1,67,0,87,70,0,90,666,0,0,0,0,0,10,132,191,624,26,3504,26098,983,15,4029,9727,17004,0,52,163.7,0,0,0,0,0,0,0,0,0,0,450,426,10,24,-31,100,100,7
29/01/2021 00:50:45,152.8,158.4,729,692,553,238,237,-28.8,24,197,17,13,57,-29.8,-84,-16.9,0,47,-0.2,0,62,891,89,76,36,64,0,86,56,0,82,726,0,0,0,0,0,10,134,191,624,26,3504,26098,983,15,4029,9727,17004,0,52,164.2,0,0,0,0,0,0,0,0,0,0,450,427,10,23,-34,100,100,7
29/01/2021 00:50:46,153.4,159,729,700,553,238,237,-28.6,24,197,17,13,57,-29.7,-84,-16.8,0,50,0.2,0,61,891,89,76,36,64,0,84,70,0,90,782,0,0,0,0,0,10,132,197,623,26,3504,26099,983,15,4029,9727,17004,0,52,164.7,0,0,0,0,0,0,0,0,0,0,450,427,9,30,-22,100,100,6
29/01/2021 00:50:47,154.2,159.8,728,689,552,238,238,-28.7,24,197,17,13,54,-29.8,-83,-16.8,0,46,0.4,0,60,891,89,76,36.1,65,0,84,59,0,85,791,0,0,0,0,0,10,133,203,622,26,3504,26099,983,15,4029,9727,17004,0,52,165.3,0,0,0,0,0,0,0,0,0,0,450,427,10,21,-40,100,100,6
29/01/2021 00:50:48,154.8,160.4,728,697,552,239,238,-28.8,24,198,17,13,53,-30,-80,-16.8,0,48,0.4,0,61,891,89,76,36.1,64,0,85,69,0,90,830,0,0,0,0,0,10,134,212,622,26,3504,26099,983,15,4029,9727,17004,0,52,165.7,0,0,0,0,0,0,0,0,0,0,450,428,9,27,-25,100,100,6
29/01/2021 00:50:49,155.7,161.2,728,696,551,239,238,-28.7,24,198,17,13,51,-30,-84,-16.8,0,48,0.4,0,61,891,89,76,36.1,64,0,86,61,0,85,893,0,0,0,0,0,10,132,217,622,26,3504,26099,983,15,4029,9727,17004,0,52,166.2,0,0,0,0,0,0,0,0,0,0,450,428,9,21,-27,100,100,6
29/01/2021 00:50:50,156.2,161.8,726,695,551,239,239,-28.7,24,198,17,13,51,-30,-84,-16.7,0,48,0.4,0,60,891,89,76,36.1,65,0,87,69,0,90,875,0,0,0,0,0,10,133,216,622,26,3504,26099,983,15,4029,9727,17004,0,52,166.7,0,0,0,0,0,0,0,0,0,0,450,428,9,30,-32,100,100,6
29/01/2021 00:50:51,156.2,161.8,726,695,551,239,239,-28.7,24,198,17,13,51,-30,-84,-16.7,0,48,0.4,0,60,891,89,76,36.1,65,0,87,69,0,90,875,0,0,0,0,0,10,133,216,622,26,3504,26099,983,15,4029,9727,17004,0,52,166.7,0,0,0,0,0,0,0,0,0,0,450,428,9,30,-32,100,100,6
29/01/2021 00:50:52,157,162.4,725,685,550,240,239,-28.8,24,198,17,13,53,-30.2,-81,-16.7,0,48,0.4,0,60,891,89,76,36.2,66,0,88,61,0,85,817,0,0,0,0,0,10,134,210,623,26,3504,26099,983,15,4029,9727,17004,0,52,167.2,0,0,0,0,0,0,0,0,0,0,450,428,9,13,-28,100,100,6
29/01/2021 00:50:53,157.8,163.1,724,651,550,240,239,-29.3,24,198,17,13,50,-30.7,-82,-16.6,0,38,0.5,0,60,891,88,76,36.2,67,0,88,44,0,73,810,0,0,0,0,0,10,132,201,624,26,3504,26099,983,15,4029,9727,17004,0,52,167.2,0,0,0,0,0,0,0,0,0,0,450,428,9,27,-22,100,100,6
29/01/2021 00:50:54,158.5,163.9,723,642,549,240,240,-29.5,24,198,17,13,54,-31,-81,-16.5,0,36,0.5,0,59,891,88,76,36,62,0,86,40,0,70,837,0,0,0,0,0,10,134,186,625,26,3504,26099,983,15,4029,9727,17004,0,52,167.7,0,0,0,0,0,0,0,0,0,0,450,429,9,39,-20,100,100,7
29/01/2021 00:50:55,159.2,164.5,723,639,549,241,240,-29.5,24,199,17,13,71,-31,-82,-16.3,0,34,0.6,0,58,891,88,76,36.1,50,0,79,37,0,67,860,0,0,0,0,0,10,136,174,626,26,3504,26099,983,15,4029,9727,17004,0,52,168.2,0,0,0,0,0,0,0,0,0,0,449,429,9,33,-26,100,100,7
29/01/2021 00:50:56,159.9,165.2,723,633,548,241,240,-29.7,24,199,17,13,86,-31.1,-85,-16.1,0,32,0.6,0,54,884,88,76,36.1,40,0,72,30,0,60,1015,0,0,0,0,0,10,135,167,627,26,3504,26099,983,15,4029,9727,17004,0,52,168.6,0,0,0,0,0,0,0,0,0,0,449,429,9,48,-12,100,100,7
29/01/2021 00:50:57,160.6,165.8,723,632,548,241,240,-30,24,199,17,13,98,-31.5,-86,-16.1,0,28,0.7,0,52,878,88,76,36.2,36,0,67,26,0,56,1256,0,0,0,0,0,10,136,167,626,26,3504,26099,983,15,4029,9727,17004,0,52,169.1,0,0,0,0,0,0,0,0,0,0,449,429,9,52,-10,100,100,7
29/01/2021 00:50:58,161.4,166.5,724,619,546,242,241,-30.2,24,199,17,13,114,-31.8,-84,-16.1,0,25,0.7,0,50,884,88,76,36,31,0,61,19,0,46,1292,0,0,0,0,0,10,139,165,626,26,3504,26099,983,15,4029,9727,17004,0,52,169.6,0,0,0,0,0,0,0,0,0,0,449,429,9,69,-8,100,100,7
29/01/2021 00:50:59,162.1,167.1,724,614,544,242,241,-30.3,24,199,17,13,130,-31.9,-83,-16,0,23,0.7,0,47,886,88,76,36,27,0,56,19,0,47,1164,0,0,0,0,0,10,138,164,627,26,3504,26099,983,15,4029,9727,17004,0,52,170.1,0,0,0,0,0,0,0,0,0,0,449,430,9,86,2,100,100,7
29/01/2021 00:51:00,162.8,167.9,723,599,541,242,241,-30.1,24,200,17,13,147,-31.8,-81,-16,0,21,0.8,0,44,886,88,76,36.1,24,0,52,15,0,40,1062,0,0,0,0,0,10,139,161,627,26,3504,26099,983,15,4029,9727,17004,0,52,170.5,0,0,0,0,0,0,0,0,0,0,449,430,9,90,3,100,100,7
29/01/2021 00:51:01,163.5,168.5,722,595,537,242,241,-30.3,24,200,17,13,177,-31.9,-80,-16,0,16,0.8,0,42,886,88,76,36.1,19,0,46,12,0,33,991,0,0,0,0,0,10,141,156,628,26,3504,26099,983,15,4029,9727,17004,0,52,170.9,0,0,0,0,0,0,0,0,0,0,449,430,9,100,22,100,100,7
29/01/2021 00:51:02,163.5,168.5,722,595,537,242,241,-30.3,24,200,17,13,177,-31.9,-80,-16,0,16,0.8,0,40,886,88,76,36.1,19,0,46,12,0,33,991,0,0,0,0,0,10,141,156,628,26,3504,26099,983,15,4029,9727,17004,0,52,170.9,0,0,0,0,0,0,0,0,0,0,449,430,9,120,26,100,100,7
29/01/2021 00:51:03,164.1,169,722,591,534,242,241,-30.5,24,200,17,13,200,-32.1,-79,-15.8,0,13,0.8,0,39,886,88,76,36.1,16,0,40,9,0,29,965,0,0,0,0,0,10,140,154,628,26,3504,26099,983,15,4029,9727,17004,0,52,171.4,0,0,0,0,0,0,0,0,0,0,448,431,9,125,16,100,100,7
29/01/2021 00:51:04,164.9,169.7,720,588,527,242,241,-30.6,24,200,17,13,217,-32.2,-79,-15.7,0,11,0.8,0,34,886,88,76,36.1,14,0,36,11,0,31,853,0,0,0,0,0,10,139,154,628,26,3504,26099,983,15,4029,9727,17004,0,52,171.9,0,0,0,0,0,0,0,0,0,0,448,431,9,120,31,100,100,7
29/01/2021 00:51:05,165.5,170.3,718,570,521,242,241,-30.4,24,200,17,13,228,-32.1,-79,-15.8,0,8,0.9,0,34,886,88,76,36.1,12,0,34,6,0,20,743,0,0,0,0,0,10,142,154,627,26,3504,26099,983,15,4029,9727,17004,0,52,172.3,0,0,0,0,0,0,0,0,0,0,448,431,9,120,30,100,100,7
29/01/2021 00:51:06,166.3,170.9,715,564,512,241,241,-30.3,24,200,17,13,240,-32.1,-75,-15.8,0,5,0.9,0,30,886,88,76,36.1,10,0,31,7,0,23,687,0,0,0,0,0,10,141,154,627,26,3504,26099,983,15,4029,9727,17004,0,52,172.8,0,0,0,0,0,0,0,0,0,0,447,432,9,137,40,100,100,7
29/01/2021 00:51:07,166.9,171.5,711,556,505,241,240,-30.6,24,200,17,13,248,-32.4,-73,-15.8,0,5,0.9,0,28,886,88,76,36.1,9,0,30,11,0,32,704,0,0,0,0,0,10,141,153,627,26,3504,26099,983,15,4029,9727,17004,0,52,173.2,0,0,0,0,0,0,0,0,0,0,447,432,9,135,39,100,100,7
29/01/2021 00:51:08,167.6,172.1,706,550,496,240,240,-30.6,24,201,17,13,255,-32.4,-71,-15.8,0,2,0.9,0,26,886,88,76,36.2,8,0,28,8,0,26,733,0,0,0,0,0,10,143,154,627,26,3504,26099,983,15,4029,9727,17004,0,52,173.7,0,0,0,0,0,0,0,0,0,0,446,432,9,136,39,100,100,7
29/01/2021 00:51:09,168.2,172.6,700,538,489,239,239,-30.6,24,201,17,13,258,-32.4,-69,-16,0,2,1,0,24,886,88,76,36.2,8,0,27,7,0,22,729,0,0,0,0,0,10,141,157,626,26,3504,26099,983,15,4029,9727,17004,0,52,174.1,0,0,0,0,0,0,0,0,0,0,446,433,9,131,38,100,100,7
29/01/2021 00:51:10,168.9,173.2,693,536,479,238,239,-30.6,24,201,17,13,264,-32.3,-68,-16.1,0,1,1,0,23,886,88,76,36.1,7,0,26,9,0,29,681,0,0,0,0,0,10,143,158,626,26,3504,26099,983,15,4029,9727,17004,0,52,174.6,0,0,0,0,0,0,0,0,0,0,445,433,9,156,49,100,100,7
29/01/2021 00:51:11,169.5,173.7,686,526,470,238,238,-30.7,24,201,17,13,274,-32.4,-69,-16.1,0,1,1,0,22,886,88,75.5,36,7,0,24,7,0,23,554,0,0,0,0,0,10,142,160,625,26,3504,26099,983,15,4029,9727,17004,0,52,175,0,0,0,0,0,0,0,0,0,0,444,434,9,151,42,100,100,7
29/01/2021 00:51:12,170.1,174.2,678,522,461,237,237,-31,24,201,17,13,267,-32.6,-68,-16.2,0,0,1,0,21,886,88,75,36,7,0,23,8,0,25,379,0,0,0,0,0,10,142,164,624,26,3504,26099,983,15,4029,9727,17004,0,52,175.5,0,0,0,0,0,0,0,0,0,0,444,434,9,144,38,100,100,7
29/01/2021 00:51:13,170.7,174.6,670,519,453,236,236,-31,24,201,17,13,262,-32.7,-68,-16.3,0,0,1,0,20,886,88,75,35.7,7,0,24,8,0,25,250,0,0,0,0,0,10,143,165,624,26,3504,26099,983,15,4029,9727,17004,0,52,176,0,0,0,0,0,0,0,0,0,0,443,434,9,145,43,100,100,7
29/01/2021 00:51:14,170.7,174.6,670,519,453,236,236,-31,24,201,17,13,262,-32.7,-68,-16.3,0,0,1,0,20,886,88,75,35.7,7,0,24,8,0,25,250,0,0,0,0,0,10,143,165,624,26,3504,26099,983,15,4029,9727,17004,0,52,176,0,0,0,0,0,0,0,0,0,0,443,434,9,163,45,100,100,7
29/01/2021 00:51:15,171.4,175.1,662,517,443,235,235,-30.8,24,201,17,13,270,-32.4,-71,-16.4,0,0,1,0,20,886,88,75,35.7,7,0,24,8,0,27,142,0,0,0,0,0,10,141,166,624,26,3504,26099,983,15,4029,9727,17004,0,52,176.4,0,0,0,0,0,0,0,0,0,0,442,435,9,164,42,100,100,7
29/01/2021 00:51:16,171.8,175.4,654,516,436,234,234,-30.8,24,201,17,13,276,-32.4,-72,-16.3,0,0,1,0,20,886,88,75,35.7,7,0,23,7,0,22,96,0,0,0,0,0,10,143,170,624,26,3504,26099,983,15,4029,9727,17004,0,52,176.9,0,0,0,0,0,0,0,0,0,0,441,435,9,142,43,100,100,7
29/01/2021 00:51:17,172.4,175.9,646,517,426,233,233,-31.1,24,201,17,13,263,-32.6,-70,-16.4,0,0,0.9,0,20,886,88,75,35.6,7,0,24,14,0,37,87,0,0,0,0,0,10,141,180,623,26,3504,26099,983,15,4029,9727,17004,0,52,177.3,0,0,0,0,0,0,0,0,0,0,440,435,9,129,34,100,100,7
29/01/2021 00:51:18,172.9,176.3,639,518,419,232,232,-31.2,24,201,17,13,242,-32.6,-68,-16.7,0,0,0.9,0,20,886,88,75,35.6,7,0,28,11,0,32,109,0,0,0,0,0,10,142,188,622,26,3504,26099,983,15,4029,9727,17004,0,52,177.8,0,0,0,0,0,0,0,0,0,0,439,436,9,125,29,100,100,7
29/01/2021 00:51:19,173.5,176.7,632,522,410,231,231,-31.1,24,201,17,13,220,-32.5,-69,-17,0,0,1,0,20,886,88,75,35.8,9,0,31,16,0,42,113,0,0,0,0,0,10,141,194,622,26,3504,26099,983,15,4029,9727,17004,0,52,178.3,0,0,0,0,0,0,0,0,0,0,437,436,9,111,19,100,100,7
29/01/2021 00:51:20,173.9,177,626,521,403,230,230,-31,24,201,17,13,199,-32.4,-68,-17.3,0,1,1,0,20,886,88,75,35.7,12,0,34,18,0,45,70,0,0,0,0,0,10,142,196,622,26,3504,26099,983,15,4029,9727,17004,0,52,178.7,0,0,0,0,0,0,0,0,0,0,436,436,9,93,8,100,100,7
29/01/2021 00:51:21,174.4,177.4,619,528,395,229,229,-31.2,24,201,17,13,170,-32.6,-68,-17.5,0,0,1,0,20,886,88,75,35.7,15,0,39,21,0,49,32,0,0,0,0,0,10,142,197,622,26,3504,26099,983,15,4029,9727,17004,0,52,179.2,0,0,0,0,0,0,0,0,0,0,435,437,9,80,0,100,100,7
29/01/2021 00:51:22,174.8,177.7,613,529,389,228,228,-31.4,24,201,17,13,144,-32.6,-69,-17.7,0,0,1,0,20,886,88,75,35.7,18,0,43,23,0,51,35,0,0,0,0,0,10,141,196,622,26,3504,26099,983,15,4029,9727,17004,0,52,179.6,0,0,0,0,0,0,0,0,0,0,434,437,9,64,-7,100,100,7
29/01/2021 00:51:23,175.2,178.1,607,542,382,227,227,-31.4,24,201,17,13,117,-32.6,-70,-17.9,0,0,1,0,20,886,88,75,35.6,22,0,49,29,0,59,51,0,0,0,0,0,10,142,195,622,26,3504,26099,983,15,4029,9727,17004,0,52,180.1,0,0,0,0,0,0,0,0,0,0,433,437,9,66,-22,100,100,7
29/01/2021 00:51:24,175.5,178.3,602,546,378,226,226,-31.2,24,200,17,13,95,-32.3,-72,-18.1,0,2,1,0,20,886,88,75,35.6,26,0,54,37,0,67,82,0,0,0,0,0,10,141,195,622,26,3504,26099,983,15,4029,9727,17004,0,52,180.5,0,0,0,0,0,0,0,0,0,0,432,438,9,45,-25,100,100,7
29/01/2021 00:51:25,175.5,178.3,602,546,378,226,226,-31.2,24,200,17,13,95,-32.3,-72,-18.1,0,2,1,0,20,886,88,75,35.6,26,0,54,37,0,67,82,0,0,0,0,0,10,141,195,622,26,3504,26099,983,15,4029,9727,17004,0,52,180.5,0,0,0,0,0,0,0,0,0,0,432,438,9,45,-25,100,100,7
29/01/2021 00:51:26,175.9,178.6,598,565,373,225,226,-31.4,24,200,17,13,77,-32.4,-75,-18.2,0,4,1,0,20,886,88,75,35.8,30,0,59,44,0,73,113,0,0,0,0,0,10,143,198,622,26,3504,26099,983,15,4029,9727,17004,0,52,181,0,0,0,0,0,0,0,0,0,0,431,438,9,27,-36,100,100,7
29/01/2021 00:51:27,176.3,178.9,592,573,369,225,225,-31.6,24,200,17,13,57,-32.7,-79,-18.3,0,6,1,0,20,886,88,75,35.6,38,0,65,51,0,79,143,0,0,0,0,0,10,141,207,621,26,3504,26099,983,15,4029,9727,17004,0,52,181.4,0,0,0,0,0,0,0,0,0,0,430,438,9,23,-37,100,100,7
29/01/2021 00:51:28,176.6,179.2,588,587,365,224,224,-31.6,24,200,17,13,39,-32.7,-82,-18.4,0,8,1,0,23,886,88,75,35.6,44,0,71,64,0,87,125,0,0,0,0,0,10,142,220,621,26,3504,26099,983,15,4029,9727,17004,0,52,181.9,0,0,0,0,0,0,0,0,0,0,429,439,9,9,-39,100,100,7
29/01/2021 00:51:29,177,179.5,583,607,362,223,224,-31.4,24,200,17,13,22,-32.5,-87,-18.6,0,12,1,0,24,886,88,75,35.6,54,0,78,82,0,95,94,0,0,0,0,0,10,140,241,619,26,3504,26099,983,15,4029,9727,17004,0,52,182.4,0,0,0,0,0,0,0,0,0,0,428,439,9,1,-38,100,100,7
29/01/2021 00:51:30,177.3,179.8,580,629,360,223,223,-31.4,24,200,17,13,8,-32.4,-93,-18.6,0,18,1,0,27,886,88,75,35.7,68,0,86,96,0,99,99,0,0,0,0,0,10,141,263,618,26,3504,26099,983,15,4029,9727,17004,0,52,182.8,0,0,0,0,0,0,0,0,0,0,428,439,9,-9,-42,100,100,7
29/01/2021 00:51:31,177.6,180.1,578,650,359,223,223,-31.7,24,200,17,13,-7,-32.7,-104,-18.7,0,21,1,0,29,886,88,75,35.7,87,0,93,89,0,97,105,0,0,0,0,0,10,140,281,618,26,3504,26099,983,15,4029,9727,17004,0,52,183.3,0,0,0,0,0,0,0,0,0,0,427,439,9,-10,-46,100,100,7
29/01/2021 00:51:32,177.9,180.3,577,683,358,222,222,-31.7,24,200,17,13,-9,-32.8,-109,-18.7,0,26,1,0,32,886,88,75,35.8,95,0,95,98,0,100,103,0,0,0,0,0,10,140,281,619,26,3504,26099,983,15,4029,9727,17004,0,52,183.7,0,0,0,0,0,0,0,0,0,0,426,439,9,-6,-47,100,100,7
29/01/2021 00:51:33,178.2,180.7,578,700,358,222,222,-31.6,24,200,17,13,-6,-32.6,-111,-18.6,0,30,1,0,34,886,88,75,35.8,96,0,96,100,0,100,104,0,0,0,0,0,10,140,254,622,26,3504,26099,983,15,4029,9727,17004,0,52,184.2,0,0,0,0,0,0,0,0,0,0,425,440,8,-9,-42,100,100,7
29/01/2021 00:51:34,178.4,180.9,579,700,358,222,222,-31.6,24,200,17,13,-2,-32.5,-108,-18.4,0,29,1,0,37,886,88,75,35.7,96,0,96,88,0,96,127,0,0,0,0,0,10,138,220,624,26,3504,26099,983,15,4029,9727,17004,0,52,184.6,0,0,0,0,0,0,0,0,0,0,425,440,8,-2,-40,100,100,7
29/01/2021 00:51:35,178.7,181.2,582,700,359,222,222,-31.7,24,200,17,13,5,-32.7,-102,-18.4,0,29,1,0,40,886,88,75,35.6,96,0,97,86,0,96,108,0,0,0,0,0,10,139,189,626,26,3504,26099,983,15,4029,9727,17004,0,52,185,0,0,0,0,0,0,0,0,0,0,424,440,8,3,-36,100,100,7
29/01/2021 00:51:36,179,181.5,586,700,360,222,222,-31.8,24,200,17,13,13,-32.8,-99,-18.2,0,28,1,0,42,886,88,75,35.6,91,0,97,78,0,93,98,0,0,0,0,0,10,137,173,626,26,3504,26099,983,15,4029,9727,17004,0,52,185.5,0,0,0,0,0,0,0,0,0,0,424,440,8,6,-41,100,100,7
29/01/2021 00:51:37,179,181.5,586,700,360,222,222,-31.8,24,200,17,13,13,-32.8,-99,-18.2,0,28,1,0,42,886,88,75,35.6,91,0,97,78,0,93,98,0,0,0,0,0,10,137,173,626,26,3504,26099,983,15,4029,9727,17004,0,52,185.5,0,0,0,0,0,0,0,0,0,0,424,440,8,6,-41,100,100,7
29/01/2021 00:51:38,179.2,181.8,590,700,363,223,222,-31.8,24,200,17,13,18,-32.8,-101,-18.1,0,28,1,0,44,886,88,75,35.7,82,0,97,72,0,91,159,0,0,0,0,0,10,138,162,627,26,3504,26099,983,15,4029,9727,17004,0,52,185.9,0,0,0,0,0,0,0,0,0,0,423,440,8,6,-44,100,100,7
29/01/2021 00:51:39,179.5,182.1,594,700,365,223,223,-31.7,24,200,17,13,20,-32.6,-105,-18.1,0,28,1,0,44,886,88,75,35.8,75,0,96,68,0,89,206,0,0,0,0,0,10,137,157,628,26,3504,26099,983,15,4029,9727,17004,0,52,186.4,0,0,0,0,0,0,0,0,0,0,423,440,8,7,-36,100,100,7
